system:index,Category,Date,Id,Label,LakeName,NDBI,NDVI,NDWI,SDWI,Total_Intensity,VH,VH_Filtered,VH_asm,VH_contrast,VH_correlation,VH_entropy,VH_stdDev,VV,VV_Filtered,VV_VH_Ratio,VV_asm,VV_contrast,VV_correlation,VV_entropy,VV_stdDev,angle,slope,.geo
0000000000000000000a,Water,2021/3/13,2_11,2,Bailonghu,-0.16296296,-0.25238097,0.5382353,1.8944907653861998,-50.58270952,-25.18493099,-26.03760125,0.3394097222222222,0.5625,-0.323809524,1.129903731676482,0.03812422563333838,-25.37033265,-24.54510828,0.9426793215701336,0.3046875,0.5208333333333333,0.07424629931162227,1.2999332767452798,0.18176020837385584,41.05744,0.37406594,"{""type"":""Point"",""coordinates"":[103.98417200257015,24.129783240170674]}"
0000000000000000000b,Water,2021/3/13,2_11,2,Bailonghu,-0.16296296,-0.25238097,0.5382353,1.8944907653861998,-50.58270952,-25.18493099,-26.03760125,0.3394097222222222,0.5625,-0.323809524,1.129903731676482,0.03812422563333838,-25.37033265,-24.54510828,0.9426793215701336,0.3046875,0.5208333333333333,0.07424629931162227,1.2999332767452798,0.18176020837385584,41.05744,0.37406594,"{""type"":""Point"",""coordinates"":[103.98417200257015,24.129783240170674]}"
0000000000000000000c,Water,2021/3/13,2_11,2,Bailonghu,-0.16296296,-0.25238097,0.5382353,1.8944907653861998,-50.58270952,-25.18493099,-26.03760125,0.3394097222222222,0.5625,-0.323809524,1.129903731676482,0.03812422563333838,-25.37033265,-24.54510828,0.9426793215701336,0.3046875,0.5208333333333333,0.07424629931162227,1.2999332767452798,0.18176020837385584,41.05744,0.37406594,"{""type"":""Point"",""coordinates"":[103.98417200257015,24.129783240170674]}"
0000000000000000000d,Water,2021/3/13,2_11,2,Bailonghu,-0.16296296,-0.25238097,0.5382353,1.8944907653861998,-50.58270952,-25.18493099,-26.03760125,0.3394097222222222,0.5625,-0.323809524,1.129903731676482,0.03812422563333838,-25.37033265,-24.54510828,0.9426793215701336,0.3046875,0.5208333333333333,0.07424629931162227,1.2999332767452798,0.18176020837385584,41.05744,0.37406594,"{""type"":""Point"",""coordinates"":[103.98417200257015,24.129783240170674]}"
0000000000000000000e,Water,2021/12/10,2_24,2,Bitahai,0.54545456,-0.65909094,0.82312924,1.855553129623698,-51.65117089,-25.18765225,-28.0769335,0.532986111111111,0.7291666666666667,-0.159663866,0.9171171142134522,0.11594655577278487,-24.54309074,-23.5742374,0.8396300614471403,0.2092013888888889,2.166666666666667,0.1761265198938554,1.6683088730154423,0.30837043887960586,40.17563,0.50015265,"{""type"":""Point"",""coordinates"":[99.98873273576261,27.823296774649375]}"
0000000000000000000f,Water,2021/12/10,2_24,2,Bitahai,0.54545456,-0.65909094,0.82312924,1.855553129623698,-51.65117089,-25.18765225,-28.0769335,0.532986111111111,0.7291666666666667,-0.159663866,0.9171171142134522,0.11594655577278487,-24.54309074,-23.5742374,0.8396300614471403,0.2092013888888889,2.166666666666667,0.1761265198938554,1.6683088730154423,0.30837043887960586,40.17563,0.50015265,"{""type"":""Point"",""coordinates"":[99.98873273576261,27.823296774649375]}"
00000000000000000010,Water,2021/12/10,2_24,2,Bitahai,0.54545456,-0.65909094,0.82312924,1.855553129623698,-51.65117089,-25.18765225,-28.0769335,0.532986111111111,0.7291666666666667,-0.159663866,0.9171171142134522,0.11594655577278487,-24.54309074,-23.5742374,0.8396300614471403,0.2092013888888889,2.166666666666667,0.1761265198938554,1.6683088730154423,0.30837043887960586,40.17563,0.50015265,"{""type"":""Point"",""coordinates"":[99.98873273576261,27.823296774649375]}"
00000000000000000011,Water,2022/2/3,2_1,2,Bitahai,0.2857143,-0.48979592,0.66887414,1.8552583912655094,-48.69863745,-28.11495529,-26.2823889,0.4375,0.41666666666666663,-0.266666667,0.9536419996606895,0.04313151980955169,-21.98203676,-22.41624855,0.8528999638300406,0.3706597222222222,1.1875,0.317460317459509,1.2094680027133335,0.3695214824704849,32.06639,0.50015265,"{""type"":""Point"",""coordinates"":[99.97328195061243,27.827069174140597]}"
00000000000000000012,Water,2022/2/3,2_1,2,Bitahai,0.2857143,-0.48979592,0.66887414,1.8552583912655094,-48.69863745,-28.11495529,-26.2823889,0.4375,0.41666666666666663,-0.266666667,0.9536419996606895,0.04313151980955169,-21.98203676,-22.41624855,0.8528999638300406,0.3706597222222222,1.1875,0.317460317459509,1.2094680027133335,0.3695214824704849,32.06639,0.50015265,"{""type"":""Point"",""coordinates"":[99.97328195061243,27.827069174140597]}"
00000000000000000013,Water,2022/2/3,2_0,2,Bitahai,0.46944445,-0.56198996,0.7345837,2.302873897792806,-48.21417239,-27.21890692,-25.55104889,0.2708333333333333,0.75,0.24999999999954525,1.3143738430069454,0.15556844679765036,-30.64626607,-22.6631235,0.8869742918306135,0.1840277777777778,1.2083333333333333,0.26904401534178884,1.798273969370432,0.3429251105789576,32.065605,0.50015265,"{""type"":""Point"",""coordinates"":[99.97364313779777,27.828054635473407]}"
00000000000000000014,Water,2022/2/3,2_0,2,Bitahai,0.46944445,-0.56198996,0.7345837,2.302873897792806,-48.21417239,-27.21890692,-25.55104889,0.2708333333333333,0.75,0.24999999999954525,1.3143738430069454,0.15556844679765036,-30.64626607,-22.6631235,0.8869742918306135,0.1840277777777778,1.2083333333333333,0.26904401534178884,1.798273969370432,0.3429251105789576,32.065605,0.50015265,"{""type"":""Point"",""coordinates"":[99.97364313779777,27.828054635473407]}"
00000000000000000015,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
00000000000000000016,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
00000000000000000017,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
00000000000000000018,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
00000000000000000019,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
0000000000000000001a,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
0000000000000000001b,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671958356,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
0000000000000000001c,Water,2019/9/6,2_2,2,Chaheihai,-0.020134227,-0.08121827,0.18510859,1.9289003201915005,-53.12468877,-27.86371772,-30.19380907,0.16666666666666669,4.5625,0.2307850791586983,1.9067193729306147,0.338212473379014,-23.57725788,-22.9308797,0.7594563392533763,0.564236111111111,0.29166666666666663,0.25,0.8958797346140275,0.05548707671867295,32.89206,0.18381312,"{""type"":""Point"",""coordinates"":[103.88571505131006,23.686463872538138]}"
0000000000000000001d,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
0000000000000000001e,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
0000000000000000001f,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
00000000000000000020,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
00000000000000000021,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
00000000000000000022,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
00000000000000000023,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
00000000000000000024,Water,2019/9/6,2_1,2,Chaheihai,-0.038493037,-0.06394558,0.1792905,1.9506403849325098,-51.25305932,-32.89611147,-28.57712854,0.23524305555555552,0.6875,0.1987485683338416,1.4950220778754555,0.11034448780362636,-20.31114595,-22.67593078,0.793499274959182,0.1953125,1.3541666666666665,0.19464847701393784,1.7478731440522934,0.1938790705519069,32.87668,0.18381312,"{""type"":""Point"",""coordinates"":[103.88328930033698,23.68727096982881]}"
00000000000000000025,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
00000000000000000026,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
00000000000000000027,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
00000000000000000028,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
00000000000000000029,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
0000000000000000002a,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
0000000000000000002b,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
0000000000000000002c,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
0000000000000000002d,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
0000000000000000002e,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
0000000000000000002f,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
00000000000000000030,Water,2023/12/14,2_19,2,Chenghai,-0.4260274,-0.452803,0.7320905,2.1684269562407015,-57.20973593,-29.19120888,-30.41321163,0.1362847222222222,2.1875,0.24918771617231728,2.0366844692856043,0.22518858106417008,-26.51490052,-26.79652429,0.8810817026939209,0.21180555555555558,0.9583333333333333,0.004838709677637609,1.6249871742304456,0.17164005618557643,39.297127,0.7378968,"{""type"":""Point"",""coordinates"":[100.67459598699524,26.496660702036586]}"
00000000000000000031,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000032,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000033,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000034,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000035,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000036,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000037,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
00000000000000000038,Water,2023/12/14,2_7,2,Chenghai,-0.4891853,-0.3048188,0.6241222,1.83856961693592,-55.9861684,-25.4415119,-31.06797301,0.2230902777777778,0.8333333333333333,0.27963769973474256,1.6683088730154423,0.19586600571706964,-23.93678055,-24.91819539,0.8020541082298698,0.23524305555555555,0.6874999999999999,0.19874856833316673,1.4950220778754557,0.14086093393548582,39.396923,0.7378968,"{""type"":""Point"",""coordinates"":[100.67387807172562,26.55433471506186]}"
